cust_id,gender
3500,0.7131569325317458
3501,0.22067132016191926
3502,0.18145385048214277
3503,0.3180067781837837
3504,0.39273544495803725
3505,0.2296042420023176
3506,0.13910533378205597
3507,0.7408618535554428
3508,0.27172782586442323
3509,0.15892535288400175
3510,0.17132575841935382
3511,0.3450049130530118
3512,0.4052904497997429
3513,0.1931320439472435
3514,0.582400663005098
3515,0.24659288520071343
3516,0.18425931150880734
3517,0.16735313582172096
3518,0.2711819788707681
3519,0.5020190702340314
3520,0.6915936812357104
3521,0.48565412294808147
3522,0.5611995512826539
3523,0.17319101772112153
3524,0.15598939452318672
3525,0.5911520572888451
3526,0.18642595617147012
3527,0.8140952641090455
3528,0.4496523978679988
3529,0.23335843252654498
3530,0.15668087102461156
3531,0.727492011193612
3532,0.08656241478868917
3533,0.2993996345018289
3534,0.6126757728925918
3535,0.22125134544107977
3536,0.295171431153637
3537,0.5537183439534349
3538,0.4182181206984393
3539,0.3900129247728129
3540,0.13035481617866074
3541,0.21423345163573068
3542,0.3039738770579367
3543,0.591395902427239
3544,0.3784063550118339
3545,0.6006708118454925
3546,0.28542060765584865
3547,0.13389521390476078
3548,0.5375180097956708
3549,0.3030307869203355
3550,0.3062815595295772
3551,0.4527611443495592
3552,0.15172463330977837
3553,0.29745290263752744
3554,0.2064793502627945
3555,0.1848601568279458
3556,0.5654732477499026
3557,0.22731639285193012
3558,0.19272285973383227
3559,0.4331148294645235
3560,0.44328662518943723
3561,0.42190848090649236
3562,0.24901739748452736
3563,0.22350333352822307
3564,0.6962524765504424
3565,0.41730903820409265
3566,0.08705745065984671
3567,0.34986637317247066
3568,0.5261972467893274
3569,0.3293931071386597
3570,0.19253261041695086
3571,0.2903872482058812
3572,0.7453870209525675
3573,0.4640758326609581
3574,0.38507660314779135
3575,0.5523941066557175
3576,0.5671334660498798
3577,0.38014055808872355
3578,0.2633928625194661
3579,0.2876619734558344
3580,0.544398803006168
3581,0.5426105712014251
3582,0.7188903118725409
3583,0.578739306840223
3584,0.28157892570509596
3585,0.3149247549737177
3586,0.08131250548780249
3587,0.25524197115548003
3588,0.2505680087072669
3589,0.22022553486674776
3590,0.6424468496111964
3591,0.5459881569322713
3592,0.6895477270631651
3593,0.24814017155363682
3594,0.09255547660005528
3595,0.36175912758928197
3596,0.21632558166425978
3597,0.19463971765565713
3598,0.40085060106365206
3599,0.5799191121070043
3600,0.3949890300468801
3601,0.5275542036062446
3602,0.3964493044807988
3603,0.11337010731961959
3604,0.7259953136196902
3605,0.3141020735716421
3606,0.48639736857721605
3607,0.32742368583290626
3608,0.29071158159129146
3609,0.1780524911904294
3610,0.29547142422013495
3611,0.6173076941633229
3612,0.5248169816717317
3613,0.16847237368398446
3614,0.43594892370693084
3615,0.12722778568658127
3616,0.4781261153871159
3617,0.5308776729877218
3618,0.5885682264457307
3619,0.15131456397042464
3620,0.25371388867465916
3621,0.4137306834159621
3622,0.2316100084293326
3623,0.5664841601246895
3624,0.10896613510428381
3625,0.4189342923705218
3626,0.5890868602993651
3627,0.3278263938041798
3628,0.5890487498193518
3629,0.2685526036435967
3630,0.5541472751221932
3631,0.3276451319629105
3632,0.5379490806552089
3633,0.13957732504546566
3634,0.15744794504776363
3635,0.5093879624865268
3636,0.4836735743272465
3637,0.1583668821164356
3638,0.533788074491684
3639,0.5830292585780714
3640,0.5557357381551291
3641,0.35742629096363304
3642,0.6445026163458479
3643,0.17578265068674417
3644,0.26004327502711505
3645,0.29487785769365477
3646,0.25612565272880145
3647,0.1725819664012399
3648,0.7672680364108614
3649,0.21707586117147154
3650,0.33602048525083467
3651,0.4681678632293628
3652,0.7090558755633011
3653,0.3203721096168881
3654,0.3476107528795341
3655,0.3201374033404276
3656,0.42098674791455776
3657,0.3647640096868504
3658,0.18688265206847535
3659,0.18166944886587025
3660,0.36155570623602723
3661,0.507601293515975
3662,0.17461567285641005
3663,0.6269721494428483
3664,0.42837593430143717
3665,0.6784157446797436
3666,0.6165775347472223
3667,0.1562936935844139
3668,0.18971299452695128
3669,0.5159234260924057
3670,0.12087215429070175
3671,0.6402408569064414
