cust_id,gender
3500,0.7126207934133103
3501,0.1957760343097093
3502,0.24414029867806497
3503,0.29810183177754396
3504,0.41911999014604845
3505,0.28067351909677973
3506,0.08479938950688633
3507,0.6575618883799156
3508,0.33350312431385615
3509,0.18772982299428084
3510,0.15746016249811537
3511,0.5105130056009272
3512,0.4712910326484316
3513,0.18979014209922673
3514,0.673088364244185
3515,0.19587280261771414
3516,0.13547538319427493
3517,0.20780602088143804
3518,0.25993299300094097
3519,0.5313288694192652
3520,0.7315345686179381
3521,0.47006787485846346
3522,0.5612707553194412
3523,0.09404272125903439
3524,0.15310985270915628
3525,0.6368106449614858
3526,0.2871889286962336
3527,0.7621063826521653
3528,0.5705536234528155
3529,0.28243066212909307
3530,0.15953762575324193
3531,0.7345515891554207
3532,0.08708263972923407
3533,0.31264925237044705
3534,0.6255755159633729
3535,0.21717456090802784
3536,0.3180858059751062
3537,0.6144198022151707
3538,0.41158391786328646
3539,0.547621697008678
3540,0.18400679444408014
3541,0.20880533171280258
3542,0.24774690734902488
3543,0.5430652541912082
3544,0.40655822694646754
3545,0.40936869786809776
3546,0.3021789321124121
3547,0.1581205602894436
3548,0.668235940087944
3549,0.23201827615252085
3550,0.3786992012600791
3551,0.5265934297563551
3552,0.2013142961042619
3553,0.3372481452399156
3554,0.29796277602959154
3555,0.16198593794557484
3556,0.5126954225157964
3557,0.32929291341234523
3558,0.16845996163933186
3559,0.506325692728139
3560,0.530999618864078
3561,0.4095794972221643
3562,0.3422171212918918
3563,0.2483785082419812
3564,0.6908957085175794
3565,0.4868829434331241
3566,0.12427282684595002
3567,0.38687498033393186
3568,0.5653674694616986
3569,0.3434041300639093
3570,0.22832641170664245
3571,0.36608728908157656
3572,0.644287224050075
3573,0.5750610807506382
3574,0.3091339425592334
3575,0.6068088743598532
3576,0.5006472105086871
3577,0.3552132129792406
3578,0.20339885938612237
3579,0.2984806039732706
3580,0.6196475526416672
3581,0.6040826912279589
3582,0.6904886761497034
3583,0.5383855022950836
3584,0.32270062366058494
3585,0.39322991781178657
3586,0.07378785471764371
3587,0.26049640500223115
3588,0.24018625859175108
3589,0.2348813657469131
3590,0.6587718439523397
3591,0.40207426918418254
3592,0.7152241627240552
3593,0.27992871109733664
3594,0.09788495494889739
3595,0.4004576410789817
3596,0.26270713030869264
3597,0.17049103232097002
3598,0.3819238916040264
3599,0.5891559616205664
3600,0.4883545888287625
3601,0.42366151012825937
3602,0.3324046671394748
3603,0.1030751280327968
3604,0.7745546108481004
3605,0.3134919208276856
3606,0.3784859969797952
3607,0.29436474448162747
3608,0.32375573338600955
3609,0.15271271164089986
3610,0.31941444064063673
3611,0.5882044495553646
3612,0.6010141964888344
3613,0.1784854584883303
3614,0.48642484600357566
3615,0.129595439218085
3616,0.514929756748448
3617,0.5970690380142055
3618,0.6207608896399435
3619,0.09885504575860099
3620,0.2452387968056238
3621,0.4078456944399404
3622,0.21813825305104054
3623,0.5963639737117196
3624,0.09759521409065808
3625,0.4439823686969838
3626,0.5446879878731014
3627,0.24668277180356118
3628,0.657992359846135
3629,0.3849349351922826
3630,0.5933276019828893
3631,0.3818611529324883
3632,0.6456734668167118
3633,0.21785247787118076
3634,0.17248859915940074
3635,0.5031251884722335
3636,0.44416791434040276
3637,0.19549699984942046
3638,0.5768713604146247
3639,0.6861029070746083
3640,0.5806421126940504
3641,0.4824010782215721
3642,0.7029211860363191
3643,0.19960057366137793
3644,0.18370170634461702
3645,0.3812320142220202
3646,0.24707320694610482
3647,0.24205985613460518
3648,0.6681011709608856
3649,0.3207119444381103
3650,0.2825351860407815
3651,0.6290547427631645
3652,0.7006126658499393
3653,0.35160571751798725
3654,0.3251038395457734
3655,0.3233363335971977
3656,0.4585267570248632
3657,0.45043806923316426
3658,0.14299424707611721
3659,0.19222950456952273
3660,0.33947875014196893
3661,0.4887891289908167
3662,0.14305248053517555
3663,0.5848775080156308
3664,0.45432290082975063
3665,0.655724432159795
3666,0.6123473345589113
3667,0.12308930972382917
3668,0.20644476265836742
3669,0.6103239305739451
3670,0.07270812590898708
3671,0.6418399864587642
3672,0.09637763619097293
3673,0.3434764779877103
3674,0.3303168795851407
3675,0.4694555133154472
3676,0.17429151262607026
3677,0.30898367096750384
3678,0.33844690791877674
3679,0.13625074390897743
3680,0.2704532304961681
3681,0.5767591259419773
3682,0.6322196264521698
3683,0.1739011615168639
3684,0.4644513535168636
3685,0.5821424789648805
3686,0.2808260992026532
3687,0.5642482806012977
3688,0.09855803592793454
3689,0.621117028287844
3690,0.6502068609618714
3691,0.1007628750086216
3692,0.4951602488178374
3693,0.22288042961383028
3694,0.4445871961316142
3695,0.7047790821513332
3696,0.5825064764355533
3697,0.6607599520286206
3698,0.29951389482034785
3699,0.35739975117588973
3700,0.13150767576094083
3701,0.06815208193106709
3702,0.2185548128350747
3703,0.47365497314571114
3704,0.749085072552795
3705,0.40142613018019174
3706,0.2576158924523713
3707,0.1737714653734076
3708,0.20869981536299648
3709,0.14706740935131654
3710,0.18151738021258687
3711,0.17182621343712007
3712,0.5280956770150563
3713,0.19737815844005904
3714,0.22208633871298689
3715,0.4154889382234671
3716,0.13145851357630514
3717,0.33042618007808217
3718,0.09090549206240625
3719,0.2035753068023021
3720,0.45886709220463284
3721,0.6177155538101018
3722,0.11279473444131971
3723,0.43942251276631666
3724,0.33886134435236276
3725,0.2844331695636441
3726,0.5094116316324938
3727,0.6589973714383152
3728,0.3226185068354132
3729,0.6229138070117184
3730,0.428095478637581
3731,0.4206802669733003
3732,0.4262391993656518
